#Time		Bitrate		Mean		549302.178217822
0		0				
1		0				
2		0				
3		241120				
4		460320				
5		0				
6		0				
7		0				
8		0				
9		493200				
10		1501520				
11		2005680				
12		175360				
13		0				
14		0				
15		0				
16		0				
17		1139840				
18		1961840				
19		0				
20		0				
21		0				
22		0				
23		0				
24		1063120				
25		1994720				
26		1041200				
27		0				
28		0				
29		0				
30		0				
31		175360				
32		569920				
33		1994720				
34		1150800				
35		0				
36		0				
37		0				
38		0				
39		142480				
40		1567280				
41		2005680				
42		1994720				
43		1994720				
44		1994720				
45		1797440				
46		284960				
47		569920				
48		0				
49		0				
50		0				
51		0				
52		0				
53		0				
54		0				
55		0				
56		153440				
57		76720				
58		328800				
59		602800				
60		350720				
61		186320				
62		361680				
63		361680				
64		317840				
65		811040				
66		920640				
67		0				
68		0				
69		0				
70		339760				
71		427440				
72		317840				
73		1896080				
74		1194640				
75		0				
76		0				
77		0				
78		295920				
79		558960				
80		646640				
81		1764560				
82		1293280				
83		284960				
84		274000				
85		1304240				
86		1808400				
87		0				
88		0				
89		0				
90		65760				
91		241120				
92		1106960				
93		1227520				
94		635680				
95		405520				
96		1161760				
97		394560				
98		1457680				
99		1589200				
100		1994720				
101		1139840				
102		0				
103		0				
104		0				
105		0				
106		0				
107		0				
108		690480				
109		1534400				
110		405520				
111		295920				
112		580880				
113		208240				
114		230160				
115		164400				
116		219200				
117		306880				
118		252080				
119		1238480				
120		186320				
121		405520				
122		723360				
123		493200				
124		394560				
125		526080				
126		241120				
127		1183680				
128		328800				
129		0				
130		427440				
131		295920				
132		306880				
133		416480				
134		602800				
135		142480				
