#Time		Bitrate
0		405520
1		504160
2		723360
3		482240
4		569920
5		723360
6		723360
7		876800
8		515120
9		602800
10		317840
11		372640
12		602800
13		909680
14		1128880
15		876800
16		1074080
17		745280
18		1128880
19		1008320
20		822000
21		690480
22		482240
23		263040
24		317840
25		427440
26		438400
27		284960
28		723360
29		493200
30		548000
31		372640
32		295920
33		274000
34		493200
35		526080
36		284960
37		339760
38		679520
39		383600
40		822000
41		372640
42		460320
43		602800
44		515120
45		471280
46		504160
47		569920
48		438400
49		482240
50		690480
51		909680
52		526080
53		438400
54		635680
55		635680
56		745280
57		909680
58		712400
59		843920
60		657600
61		591840
62		832960
63		405520
64		471280
65		909680
66		558960
67		449360
68		515120
69		427440
70		569920
71		504160
72		504160
73		591840
74		591840
75		811040
76		635680
77		613760
78		580880
79		558960
80		558960
81		712400
82		668560
83		493200
84		843920
85		339760
86		350720
87		657600
88		394560
89		591840
90		712400
91		756240
92		591840
93		580880
94		745280
95		339760
96		230160
97		427440
98		405520
99		712400
100		602800
#Mean		586305.742574257
