#Time		max_latency
0		0.314
15		0.337
30		0.083
45		0.291
60		0.213
75		0.316
90		0.056
105		0.073
120		0.073
135		0.313
150		0.388
165		0.264
180		0.238
195		0.609
210		0.439
225		0.235
240		0.277
255		0.424
270		0.121
285		0.443
300		0.33
315		0.271
330		0.405
345		0.424
360		0.43
375		0.485
390		0.366
405		0.114
420		0.375
435		0.423
450		0.475
465		0.5
480		0.313
#Mean		0.3143333333
#stdev		0.1395731588
