#Time		Video		Iperf		Sum
0.000		931600		0		931600
1.000		602800		0		602800
2.000		580880		0		580880
3.000		624720		0		624720
4.000		548000		0		548000
5.000		690480		0		690480
6.000		580880		0		580880
7.000		252080		0		252080
8.000		350720		0		350720
9.000		449360		0		449360
10.000		295920		0		295920
11.000		569920		0		569920
12.000		405520		0		405520
13.000		449360		0		449360
14.000		778160		0		778160
15.000		438400		0		438400
16.000		548000		0		548000
17.000		591840		0		591840
18.000		843920		0		843920
19.000		657600		0		657600
20.000		416480		0		416480
21.000		263040		0		263040
22.000		679520		0		679520
23.000		328800		0		328800
24.000		569920		0		569920
25.000		734320		0		734320
26.000		734320		0		734320
27.000		701440		0		701440
28.000		602800		0		602800
29.000		471280		0		471280
30.000		712400		0		712400
31.000		624720		0		624720
32.000		580880		0		580880
33.000		602800		0		602800
34.000		515120		0		515120
35.000		284960		0		284960
36.000		361680		0		361680
37.000		405520		0		405520
38.000		438400		1000736		1439136
39.000		284960		631376		916336
40.000		701440		548704		1250144
41.000		460320		656128		1116448
42.000		624720		523952		1148672
43.000		317840		656128		973968
44.000		263040		631376		894416
45.000		339760		549232		888992
46.000		449360		644016		1093376
47.000		515120		512896		1028016
48.000		350720		644544		995264
49.000		295920		644016		939936
50.000		690480		536592		1227072
51.000		394560		631376		1025936
52.000		778160		654016		1432176
53.000		394560		524480		919040
54.000		471280		655600		1126880
55.000		493200		656128		1149328
56.000		613760		524480		1138240
57.000		493200		656128		1149328
58.000		493200		525008		1018208
59.000		515120		656128		1171248
60.000		493200		642960		1136160
61.000		438400		524480		962880
62.000		569920		644016		1213936
63.000		964480		654016		1618496
64.000		558960		522896		1081856
65.000		350720		666128		1016848
66.000		701440		524480		1225920
67.000		635680		656656		1292336
68.000		657600		656128		1313728
69.000		734320		524480		1258800
70.000		602800		656128		1258928
71.000		624720		512368		1137088
72.000		580880		655600		1236480
73.000		602800		644544		1247344
74.000		493200		523952		1017152
75.000		569920		654016		1223936
76.000		449360		643488		1092848
77.000		811040		524480		1335520
78.000		0		656656		656656
79.000		0		655600		655600
80.000		0		524480		524480
81.000		0		666656		666656
82.000		0		522368		522368
83.000		0		665600		665600
84.000		0		642960		642960
85.000		0		524480		524480
86.000		0		644016		644016
87.000		0		640848		640848
88.000		0		548704		548704
89.000		0		641904		641904
90.000		0		522368		522368
91.000		0		653488		653488
92.000		0		652960		652960
93.000		0		522368		522368
94.000		0		655072		655072
95.000		0		522896		522896
96.000		0		655600		655600
97.000		0		644016		644016
98.000		0		512896		512896
99.000		0		655072		655072
100.000		0		656128		656128
101.000		0		512896		512896
102.000		0		644016		644016
103.000		0		644016		644016
104.000		0		513424		513424
105.000		0		655600		655600
106.000		0		656128		656128
107.000		0		512896		512896
108.000		0		644016		644016
109.000		0		644016		644016
110.000		0		512896		512896
111.000		0		644016		644016
112.000		0		644016		644016
113.000		0		512896		512896
114.000		0		654016		654016
115.000		0		654016		654016
116.000		0		522368		522368
117.000		0		643488		643488
118.000		0		666128		666128
119.000		0		523952		523952
120.000		0		656128		656128
121.000		0		511840		511840
122.000		0		131120		131120
