#Time		Bitrate
0		832960
1		438400
2		394560
3		460320
4		767200
5		526080
6		668560
7		624720
8		756240
9		953520
10		274000
11		657600
12		328800
13		526080
14		471280
15		1205600
16		811040
17		898720
18		1183680
19		898720
20		1249440
21		843920
22		580880
23		756240
24		339760
25		274000
26		416480
27		482240
28		295920
29		679520
30		449360
31		624720
32		328800
33		306880
34		306880
35		394560
36		537040
37		405520
38		295920
39		668560
40		383600
41		493200
42		690480
43		317840
44		602800
45		548000
46		548000
47		493200
48		548000
49		427440
50		482240
51		526080
52		964480
53		668560
54		471280
55		504160
56		679520
57		504160
58		920640
59		964480
60		471280
61		997360
62		580880
63		832960
64		548000
65		427440
66		449360
67		931600
68		558960
69		427440
70		405520
71		548000
72		537040
73		548000
74		526080
75		580880
76		569920
77		887760
78		591840
79		558960
80		646640
81		493200
82		613760
83		767200
84		591840
85		438400
86		843920
87		328800
88		274000
89		756240
90		504160
91		580880
92		668560
93		843920
94		482240
95		526080
96		690480
97		317840
98		339760
99		361680
100		361680
#Mean		584786.534653465
