#Time		Bitrate
0		438400
1		394560
2		537040
3		339760
4		405520
5		854880
6		372640
7		526080
8		690480
9		756240
10		613760
11		986400
12		219200
13		723360
14		263040
15		526080
16		712400
17		1117920
18		898720
19		942560
20		1139840
21		1172720
22		1041200
23		778160
24		515120
25		668560
26		306880
27		252080
28		394560
29		558960
30		208240
31		756240
32		482240
33		537040
34		372640
35		295920
36		252080
37		515120
38		504160
39		317840
40		350720
41		690480
42		317840
43		537040
44		712400
45		241120
46		701440
47		591840
48		427440
49		591840
50		515120
51		339760
52		569920
53		580880
54		843920
55		745280
56		438400
57		460320
58		668560
59		865840
60		591840
61		920640
62		876800
63		602800
64		701440
65		822000
66		427440
67		515120
68		811040
69		493200
70		624720
71		427440
72		339760
73		679520
74		460320
75		493200
76		526080
77		690480
78		460320
79		986400
80		591840
81		449360
82		767200
83		482240
84		515120
85		778160
86		679520
87		394560
88		843920
89		328800
90		252080
91		800080
92		515120
93		493200
94		789120
95		843920
96		504160
97		416480
98		745280
99		263040
100		350720
#Mean		582507.722772277
